OID_,ID,STATE_NAME,ST_ABBREV,CNTY_NAME,REGION,ACSTOTPOP,ACSIPOVBAS,ACSEDUCBAS,ACSTOTHH,ACSTOTHU,ACSUNEMPBAS,ACSDISABBAS,DEMOGIDX_2,DEMOGIDX_5,PEOPCOLOR,PEOPCOLORPCT,LOWINCOME,LOWINCPCT,UNEMPLOYED,UNEMPPCT,DISABILITY,DISABILITYPCT,LINGISO,LINGISOPCT,LESSHS,LESSHSPCT,UNDER5,UNDER5PCT,OVER64,OVER64PCT,LIFEEXPPCT,PM25,OZONE,DSLPM,RSEI_AIR,PTRAF,PRE1960,PRE1960PCT,PNPL,PRMP,PTSDF,UST,PWDIS,NO2,DWATER,D2_PM25,D5_PM25,D2_OZONE,D5_OZONE,D2_DSLPM,D5_DSLPM,D2_RSEI_AIR,D5_RSEI_AIR,D2_PTRAF,D5_PTRAF,D2_LDPNT,D5_LDPNT,D2_PNPL,D5_PNPL,D2_PRMP,D5_PRMP,D2_PTSDF,D5_PTSDF,D2_UST,D5_UST,D2_PWDIS,D5_PWDIS,D2_NO2,D5_NO2,D2_DWATER,D5_DWATER,P_DEMOGIDX_2,P_DEMOGIDX_5,P_PEOPCOLORPCT,P_LOWINCPCT,P_UNEMPPCT,P_DISABILITYPCT,P_LINGISOPCT,P_LESSHSPCT,P_UNDER5PCT,P_OVER64PCT,P_LIFEEXPPCT,P_PM25,P_OZONE,P_DSLPM,P_RSEI_AIR,P_PTRAF,P_LDPNT,P_PNPL,P_PRMP,P_PTSDF,P_UST,P_PWDIS,P_NO2,P_DWATER,P_D2_PM25,P_D5_PM25,P_D2_OZONE,P_D5_OZONE,P_D2_DSLPM,P_D5_DSLPM,P_D2_RSEI_AIR,P_D5_RSEI_AIR,P_D2_PTRAF,P_D5_PTRAF,P_D2_LDPNT,P_D5_LDPNT,P_D2_PNPL,P_D5_PNPL,P_D2_PRMP,P_D5_PRMP,P_D2_PTSDF,P_D5_PTSDF,P_D2_UST,P_D5_UST,P_D2_PWDIS,P_D5_PWDIS,P_D2_NO2,P_D5_NO2,P_D2_DWATER,P_D5_DWATER,B_DEMOGIDX_2,B_DEMOGIDX_5,B_PEOPCOLORPCT,B_LOWINCPCT,B_UNEMPPCT,B_DISABILITYPCT,B_LINGISOPCT,B_LESSHSPCT,B_UNDER5PCT,B_OVER64PCT,B_LIFEEXPPCT,B_PM25,B_OZONE,B_DSLPM,B_RSEI_AIR,B_PTRAF,B_LDPNT,B_PNPL,B_PRMP,B_PTSDF,B_UST,B_PWDIS,B_NO2,B_DWATER,B_D2_PM25,B_D5_PM25,B_D2_OZONE,B_D5_OZONE,B_D2_DSLPM,B_D5_DSLPM,B_D2_RSEI_AIR,B_D5_RSEI_AIR,B_D2_PTRAF,B_D5_PTRAF,B_D2_LDPNT,B_D5_LDPNT,B_D2_PNPL,B_D5_PNPL,B_D2_PRMP,B_D5_PRMP,B_D2_PTSDF,B_D5_PTSDF,B_D2_UST,B_D5_UST,B_D2_PWDIS,B_D5_PWDIS,B_D2_NO2,B_D5_NO2,B_D2_DWATER,B_D5_DWATER,T_DEMOGIDX_2,T_DEMOGIDX_5,T_PEOPCOLORPCT,T_LOWINCPCT,T_UNEMPPCT,T_DISABILITYPCT,T_LINGISOPCT,T_LESSHSPCT,T_UNDER5PCT,T_OVER64PCT,T_LIFEEXPPCT,T_PM25,T_OZONE,T_DSLPM,T_RSEI_AIR,T_PTRAF,T_LDPNT,T_PNPL,T_PRMP,T_PTSDF,T_UST,T_PWDIS,T_NO2,T_DWATER,T_D2_PM25,T_D5_PM25,T_D2_OZONE,T_D5_OZONE,T_D2_DSLPM,T_D5_DSLPM,T_D2_RSEI_AIR,T_D5_RSEI_AIR,T_D2_PTRAF,T_D5_PTRAF,T_D2_LDPNT,T_D5_LDPNT,T_D2_PNPL,T_D5_PNPL,T_D2_PRMP,T_D5_PRMP,T_D2_PTSDF,T_D5_PTSDF,T_D2_UST,T_D5_UST,T_D2_PWDIS,T_D5_PWDIS,T_D2_NO2,T_D5_NO2,T_D2_DWATER,T_D5_DWATER,AREALAND,AREAWATER,NPL_CNT,TSDF_CNT,EXCEED_COUNT_80,EXCEED_COUNT_80_SUP,Shape_Length,Shape_Area
52871,36067014800,NEW YORK,NY,Onondaga County,2,3605,3593,2455,1274,1415,1836,3583,0.608060589,0.832395876,571,0.158391123,457,0.127191762,92,0.050108932,337,0.094055261,10,0.007849294,49,0.019959267,157,0.043550624,709,0.19667129,0.156923077,6.626198633879780,55.766730000000003,0.111802741,433.089899782266855,1071279.887665193062276,530.000000000000000,0.374558304,0.114923327,0.148689271,2.306671138170752,0.567677687,25.320264485058207,9.236428474668028,0,7.296727072842154,9.988750506983617,15.809575324491334,21.642292765131170,20.065999450315925,27.469063894204947,26.754665933754563,36.625418525606591,34.051393006596719,46.614169032590212,40.740059490035357,55.770523663991860,37.699756543017791,51.608544286082015,23.714362986737001,32.463439147696754,37.699756543017791,51.608544286082015,24.322423576140512,33.295835023278720,25.538544754947537,34.960626774442659,41.348120079438871,56.602919539573826,0,0,12,10,27,17,55,27,42,10,36,67,15,12,26,33,44,56,67,62,39,62,40,42,68,0,9,8,16,16,23,21,26,28,35,38,38,40,58,57,31,29,38,41,29,27,26,27,41,45,0,0,2,2,3,2,6,3,5,2,4,7,2,2,3,4,5,6,7,7,4,7,5,5,7,1,1,1,2,2,3,3,3,3,4,4,4,5,6,6,4,3,4,5,3,3,3,3,5,5,1,1,12 %ile,10 %ile,27 %ile,17 %ile,55 %ile,27 %ile,42 %ile,10 %ile,36 %ile,67 %ile,15 %ile,12 %ile,26 %ile,33 %ile,44 %ile,56 %ile,67 %ile,62 %ile,39 %ile,62 %ile,40 %ile,42 %ile,68 %ile,0 %ile,9 %ile,8 %ile,16 %ile,16 %ile,23 %ile,21 %ile,26 %ile,28 %ile,35 %ile,38 %ile,38 %ile,40 %ile,58 %ile,57 %ile,31 %ile,29 %ile,38 %ile,41 %ile,29 %ile,27 %ile,26 %ile,27 %ile,41 %ile,45 %ile,0 %ile,0 %ile,16979966.000000000000000,74172.000000000000000,0,0,0,0,0.189976919,0.00188303
52872,36067014900,NEW YORK,NY,Onondaga County,2,2122,1759,1528,634,697,997,1759,0.662141623,1.019598984122095,450,0.21206409,201,0.114269471,11,0.011033099,189,0.107447413,0,0,213,0.139397906,116,0.05466541,277,0.130537229,0.144615385,6.617761202185790,55.571680000000001,0.07472059,366.964989199999991,855475.345889980671927,220.000000000000000,0.315638451,0.102185298,0.176291866,2.365183540977945,0.330248914,57.465256453639491,8.669902801513672,0,7.945699472607275,12.235187809465142,16.553540567931822,25.489974603052378,11.918549208910914,18.352781714197711,27.809948154125465,42.823157333127995,33.769222758580923,51.999548190226854,41.052780608470925,63.215137015569901,39.728497363036375,61.175939047325713,27.147806531408190,41.803558349005904,41.714922231188197,64.234735999691992,22.512815172387281,34.666365460151233,32.444939513146373,49.960350221982665,41.052780608470925,63.215137015569901,0,0,15,20,35,14,9,37,0,70,53,32,9,12,25,18,42,51,62,60,41,63,34,49,62,0,9,10,17,19,13,13,27,33,35,42,38,44,58,59,33,35,41,50,28,28,32,38,41,49,0,0,2,3,4,2,1,4,1,8,6,4,1,2,3,2,5,6,7,7,5,7,4,5,7,1,1,2,2,2,2,2,3,4,4,5,4,5,6,6,4,4,5,6,3,3,4,4,5,5,1,1,15 %ile,20 %ile,35 %ile,14 %ile,9 %ile,37 %ile,0 %ile,70 %ile,53 %ile,32 %ile,9 %ile,12 %ile,25 %ile,18 %ile,42 %ile,51 %ile,62 %ile,60 %ile,41 %ile,63 %ile,34 %ile,49 %ile,62 %ile,0 %ile,9 %ile,10 %ile,17 %ile,19 %ile,13 %ile,13 %ile,27 %ile,33 %ile,35 %ile,42 %ile,38 %ile,44 %ile,58 %ile,59 %ile,33 %ile,35 %ile,41 %ile,50 %ile,28 %ile,28 %ile,32 %ile,38 %ile,41 %ile,49 %ile,0 %ile,0 %ile,11448334.000000000000000,49241.000000000000000,0,0,0,0,0.225613637,0.001269095
52873,36067015000,NEW YORK,NY,Onondaga County,2,4348,4348,3121,1902,1975,2257,4348,0.465347424,0.827057461,614,0.141214351,370,0.085096596,59,0.026140895,383,0.088086477,18,0.009463722,117,0.037487985,384,0.088316467,909,0.209061638,0.161025641,6.650662021857920,55.983229999999999,0.102661185,351.436056119244142,642855.525442868820392,974.000000000000000,0.493164557,0.072757637,0.145649536,1.192255227421969,0.796286592,0.831245926,8.865043339783167,0,5.584169084814353,9.924689527309633,12.564380440832295,22.330551436446676,13.495075288301353,23.984666357664945,19.079244373115706,33.909355884974580,20.475286644319294,36.390528266801986,35.831751627558766,63.683424466903482,26.524803152868177,47.142275254720758,17.683202101912119,31.428183503147171,22.336676339257412,39.698758109238533,20.475286644319294,36.390528266801986,9.306948474690589,16.541149212182724,29.782235119009883,52.931677478984710,0,0,6,10,24,8,25,23,44,21,88,73,18,12,27,29,41,44,77,57,38,48,44,20,64,0,7,8,13,17,15,17,19,26,23,29,34,45,55,56,27,29,25,32,26,29,10,13,32,42,0,0,1,2,3,1,3,3,5,3,9,8,2,2,3,3,5,5,8,6,4,5,5,3,7,1,1,1,2,2,2,2,2,3,3,3,4,5,6,6,3,3,3,4,3,3,2,2,4,5,1,1,6 %ile,10 %ile,24 %ile,8 %ile,25 %ile,23 %ile,44 %ile,21 %ile,88 %ile,73 %ile,18 %ile,12 %ile,27 %ile,29 %ile,41 %ile,44 %ile,77 %ile,57 %ile,38 %ile,48 %ile,44 %ile,20 %ile,64 %ile,0 %ile,7 %ile,8 %ile,13 %ile,17 %ile,15 %ile,17 %ile,19 %ile,26 %ile,23 %ile,29 %ile,34 %ile,45 %ile,55 %ile,56 %ile,27 %ile,29 %ile,25 %ile,32 %ile,26 %ile,29 %ile,10 %ile,13 %ile,32 %ile,42 %ile,0 %ile,0 %ile,14663538.000000000000000,633091.000000000000000,0,0,0,0,0.207917702,0.001689772
52874,36067015100,NEW YORK,NY,Onondaga County,2,5954,5954,4377,2625,2818,3184,5954,0.626024932,0.967975721,580,0.097413504,1019,0.171145448,61,0.019158291,734,0.123278468,0,0,176,0.04021019,326,0.054753107,1598,0.268390998,0.151794872,6.619588797814210,55.822099999999999,0.099674003,340.932197942127516,603285.593678595731035,1193.000000000000000,0.423349894,0.031912647,0.121967032,1.379844873862984,1.315887713660697,0.473206672,9.606713572714549,0,7.512299178133548,11.615708648053607,16.276648219289356,25.167368737449483,17.528698082311614,27.103320178791748,25.040997260445160,38.719028826845360,26.919072054978550,41.622955988858756,45.073795068801289,69.694251888321645,34.431371233112095,53.238664636912368,21.910872602889516,33.879150223489688,31.927271507067580,49.366761754227831,32.553296438578712,50.334737474898965,10.642423835689193,16.455587251409277,44.447770137290163,68.726276167650511,0,0,13,17,16,26,17,48,0,23,53,89,12,12,26,28,40,43,72,55,35,51,52,17,71,0,9,9,17,19,20,20,25,30,29,33,42,48,57,57,30,30,34,39,37,40,12,13,43,52,0,0,2,2,2,3,2,5,1,3,6,9,2,2,3,3,5,5,8,6,4,6,6,2,8,1,1,1,2,2,3,3,3,4,3,4,5,5,6,6,4,4,4,4,4,5,2,2,5,6,1,1,13 %ile,17 %ile,16 %ile,26 %ile,17 %ile,48 %ile,0 %ile,23 %ile,53 %ile,89 %ile,12 %ile,12 %ile,26 %ile,28 %ile,40 %ile,43 %ile,72 %ile,55 %ile,35 %ile,51 %ile,52 %ile,17 %ile,71 %ile,0 %ile,9 %ile,9 %ile,17 %ile,19 %ile,20 %ile,20 %ile,25 %ile,30 %ile,29 %ile,33 %ile,42 %ile,48 %ile,57 %ile,57 %ile,30 %ile,30 %ile,34 %ile,39 %ile,37 %ile,40 %ile,12 %ile,13 %ile,43 %ile,52 %ile,0 %ile,0 %ile,8048014.000000000000000,0,0,0,0,0,0.152104131,0.000888713
52875,36067015201,NEW YORK,NY,Onondaga County,2,3380,3371,2487,1482,1491,1727,3380,0.771665362,1.218183403273774,601,0.177810651,592,0.175615544,55,0.031847134,421,0.124556213,60,0.04048583,218,0.08765581,193,0.057100592,756,0.223668639,0.165128205,6.590895355191260,55.659210000000002,0.085223224,302.210304991135047,476837.628175612015184,132.000000000000000,0.088531187,0,0.10102877,1.420727442891702,0.450034378,0.193226846,8.817866708676092,0,8.488318979903827,13.400017436011517,19.291634045235970,30.454585081844353,16.976637959807654,26.800034872023033,29.323283748758673,46.290969324403420,29.323283748758673,46.290969324403420,24.693291577902041,38.981868904760773,0,0,24.693291577902041,38.981868904760773,40.126598814090819,63.345536970236253,28.551618386949237,45.072785921129643,11.574980427141583,18.272751049106613,49.386583155804082,77.963737809521547,0,0,21,32,30,27,33,48,70,51,57,78,22,11,25,22,38,38,32,0,32,52,37,15,64,0,10,11,20,23,19,20,29,35,31,37,24,29,0,0,31,33,40,49,33,36,12,14,46,58,0,0,3,4,4,3,4,5,8,6,6,8,3,2,3,3,4,4,4,1,4,6,4,2,7,1,2,2,3,3,2,3,3,4,4,4,3,3,1,1,4,4,5,5,4,4,2,2,5,6,1,1,21 %ile,32 %ile,30 %ile,27 %ile,33 %ile,48 %ile,70 %ile,51 %ile,57 %ile,78 %ile,22 %ile,11 %ile,25 %ile,22 %ile,38 %ile,38 %ile,32 %ile,0 %ile,32 %ile,52 %ile,37 %ile,15 %ile,64 %ile,0 %ile,10 %ile,11 %ile,20 %ile,23 %ile,19 %ile,20 %ile,29 %ile,35 %ile,31 %ile,37 %ile,24 %ile,29 %ile,0 %ile,0 %ile,31 %ile,33 %ile,40 %ile,49 %ile,33 %ile,36 %ile,12 %ile,14 %ile,46 %ile,58 %ile,0 %ile,0 %ile,7552823.000000000000000,85173.000000000000000,0,1,0,0,0.1277149,0.000843216
52876,36067015202,NEW YORK,NY,Onondaga County,2,4675,4675,3036,1660,1715,2507,4675,0.766369615,0.630090725,916,0.195935829,760,0.162566845,72,0.028719585,334,0.07144385,32,0.019277108,106,0.034914361,299,0.063957219,688,0.147165775,0.111794872,6.566773224043720,55.574069999999999,0.077864242,250.892934337934008,219834.518520839046687,221.000000000000000,0.128862974,0,0.041299557,0.582486737,0.522271449,0.092808838,7.394897540881409,0,8.430065760232010,6.930997975514741,19.159240364163661,15.752268126169866,14.561022676764381,11.971723775889098,26.822936509829123,22.053175376637814,19.925609978730208,16.382358851216662,29.888414968095308,24.573538276824991,0,0,20.691979593296754,17.012449576263457,27.589306124395669,22.683266101684609,29.888414968095308,24.573538276824991,9.962804989365104,8.191179425608331,37.552111113760773,30.874445527292938,0,0,20,3,32,25,29,13,55,19,66,41,1,11,25,19,35,26,39,0,27,36,39,13,49,0,10,5,20,11,16,8,26,17,23,11,29,20,0,0,29,25,30,18,34,21,11,7,38,25,0,0,3,1,4,3,3,2,6,2,7,5,1,2,3,2,4,3,4,1,3,4,4,2,5,1,2,1,3,2,2,1,3,2,3,2,3,3,1,1,3,3,4,2,4,3,2,1,4,3,1,1,20 %ile,3 %ile,32 %ile,25 %ile,29 %ile,13 %ile,55 %ile,19 %ile,66 %ile,41 %ile,1 %ile,11 %ile,25 %ile,19 %ile,35 %ile,26 %ile,39 %ile,0 %ile,27 %ile,36 %ile,39 %ile,13 %ile,49 %ile,0 %ile,10 %ile,5 %ile,20 %ile,11 %ile,16 %ile,8 %ile,26 %ile,17 %ile,23 %ile,11 %ile,29 %ile,20 %ile,0 %ile,0 %ile,29 %ile,25 %ile,30 %ile,18 %ile,34 %ile,21 %ile,11 %ile,7 %ile,38 %ile,25 %ile,0 %ile,0 %ile,8712711.000000000000000,3654.000000000000000,0,0,0,0,0.131905263,0.000962305
52877,36067015203,NEW YORK,NY,Onondaga County,2,2874,2862,2110,1165,1210,1427,2842,0.378773337,0.844083065,252,0.087682672,246,0.085953878,46,0.032235459,357,0.125615764,6,0.005150215,33,0.01563981,123,0.042797495,686,0.238691719,0.151794872,6.569285245901640,55.578870000000002,0.06160784,257.343598204125954,268900.242105098790489,241.000000000000000,0.199173554,0,0,0.622008583,0.529044595,0.12301093,8.063268933829475,0,4.166506709559175,9.284913712580460,9.469333430816306,21.102076619501045,4.545280046791827,10.128996777360502,13.635840140375482,30.386990332081506,10.984426779746915,24.478408878621213,18.559893524399961,41.360070174222045,0,0,0,0,14.014613477608133,31.231073396861547,14.772160152073440,32.919239526421627,5.302826721257132,11.817162906920585,21.211306885028527,47.268651627682338,0,0,3,11,14,9,33,49,37,8,35,83,12,11,25,12,36,29,49,0,0,37,39,14,56,0,6,7,10,16,5,6,13,23,13,18,19,31,0,0,0,0,18,24,21,27,8,9,24,38,0,0,1,2,2,1,4,5,4,1,4,9,2,2,3,2,4,3,5,1,1,4,4,2,6,1,1,1,2,2,1,1,2,3,2,2,2,4,1,1,1,1,2,3,3,3,1,1,3,4,1,1,3 %ile,11 %ile,14 %ile,9 %ile,33 %ile,49 %ile,37 %ile,8 %ile,35 %ile,83 %ile,12 %ile,11 %ile,25 %ile,12 %ile,36 %ile,29 %ile,49 %ile,0 %ile,0 %ile,37 %ile,39 %ile,14 %ile,56 %ile,0 %ile,6 %ile,7 %ile,10 %ile,16 %ile,5 %ile,6 %ile,13 %ile,23 %ile,13 %ile,18 %ile,19 %ile,31 %ile,0 %ile,0 %ile,0 %ile,0 %ile,18 %ile,24 %ile,21 %ile,27 %ile,8 %ile,9 %ile,24 %ile,38 %ile,0 %ile,0 %ile,5145711.000000000000000,22827.000000000000000,0,0,0,0,0.158689517,0.000570492
52878,36067015400,NEW YORK,NY,Onondaga County,2,5774,5696,4291,2246,2314,3096,5712,0.712808047,1.394081799093047,652,0.112919986,1103,0.193644663,335,0.108204134,891,0.155987395,16,0.007123776,519,0.120950827,235,0.040699688,1141,0.197609976,0.177435897,6.687362841530050,56.160420000000002,0.137420608,275.372194534425432,768324.512171241920441,1162.000000000000000,0.502160761,0.121324873,0.287938713,1.563397063539060,0.862510767,1.506218236946052,6.649856264632876,0,9.266504607524377,18.123063388209612,19.958625308514044,39.034290374605312,29.937937962771066,58.551435561907972,26.373897729107842,51.581026566442738,34.214786243166934,66.915926356466258,55.599027645146265,108.738380329257666,44.906906944156596,87.827153342861962,35.640402336632221,69.704089954652346,38.491634523562801,75.280417151024537,32.076362102969000,62.733680959187112,15.681777028118177,30.669799580047034,29.225129916038423,57.157353762814928,0,0,17,43,19,31,88,67,40,65,32,67,33,13,28,42,37,48,78,63,50,54,45,22,41,0,11,15,21,30,33,47,26,39,35,52,49,69,60,69,39,52,39,57,36,49,16,23,32,45,0,0,2,5,2,4,9,7,5,7,4,7,4,2,3,5,4,5,8,7,6,6,5,3,5,1,2,2,3,4,4,5,3,4,4,6,5,7,7,7,4,6,4,6,4,5,2,3,4,5,1,1,17 %ile,43 %ile,19 %ile,31 %ile,88 %ile,67 %ile,40 %ile,65 %ile,32 %ile,67 %ile,33 %ile,13 %ile,28 %ile,42 %ile,37 %ile,48 %ile,78 %ile,63 %ile,50 %ile,54 %ile,45 %ile,22 %ile,41 %ile,0 %ile,11 %ile,15 %ile,21 %ile,30 %ile,33 %ile,47 %ile,26 %ile,39 %ile,35 %ile,52 %ile,49 %ile,69 %ile,60 %ile,69 %ile,39 %ile,52 %ile,39 %ile,57 %ile,36 %ile,49 %ile,16 %ile,23 %ile,32 %ile,45 %ile,0 %ile,0 %ile,13758133.000000000000000,29268.000000000000000,0,0,0,0,0.188247176,0.001523924
52879,36067015500,NEW YORK,NY,Onondaga County,2,2854,2854,2211,1235,1280,1535,2854,0.756556477,0.85805972,294,0.103013315,616,0.215837421,44,0.028664495,186,0.065171689,8,0.006477733,38,0.017186793,108,0.037841626,769,0.269446391,0.162051282,6.667570218579240,56.135809999999999,0.115904056,350.397973124892076,829892.974566852208227,162.000000000000000,0.1265625,0.120464095,0.235880565,1.740344572964629,0.503209679,1.365141540886749,7.720368926988231,0,9.835234197791594,11.154776363505672,21.183581349089589,24.025672167550677,25.722920209608787,29.174030489168679,31.018815546881182,35.180448531056349,37.827823837659977,42.902986013483350,28.749146116621585,32.606269370247347,47.663058035451577,54.057762376989025,34.801597930647183,39.470747132404682,42.367162698179179,48.051344335101355,28.749146116621585,32.606269370247347,16.644242488570391,18.877313845932676,39.340936791166378,44.619105454022687,0,0,20,11,17,36,29,11,39,9,28,90,19,13,28,34,41,50,38,63,46,56,38,22,52,0,11,9,22,18,29,22,30,27,38,34,28,25,61,57,38,33,42,38,33,26,17,14,39,36,0,0,3,2,2,4,3,2,4,1,3,10,2,2,3,4,5,6,4,7,5,6,4,3,6,1,2,1,3,2,3,3,4,3,4,4,3,3,7,6,4,4,5,4,4,3,2,2,4,4,1,1,20 %ile,11 %ile,17 %ile,36 %ile,29 %ile,11 %ile,39 %ile,9 %ile,28 %ile,90 %ile,19 %ile,13 %ile,28 %ile,34 %ile,41 %ile,50 %ile,38 %ile,63 %ile,46 %ile,56 %ile,38 %ile,22 %ile,52 %ile,0 %ile,11 %ile,9 %ile,22 %ile,18 %ile,29 %ile,22 %ile,30 %ile,27 %ile,38 %ile,34 %ile,28 %ile,25 %ile,61 %ile,57 %ile,38 %ile,33 %ile,42 %ile,38 %ile,33 %ile,26 %ile,17 %ile,14 %ile,39 %ile,36 %ile,0 %ile,0 %ile,4668153.000000000000000,256180.000000000000000,0,0,0,0,0.100011825,0.000544064
52880,36067015601,NEW YORK,NY,Onondaga County,2,2072,2004,1627,811,865,1281,2004,0.418851614,0.906465968,97,0.046814672,252,0.125748503,86,0.067135051,161,0.080339321,0,0,99,0.060848187,124,0.05984556,408,0.196911197,,6.678883060109290,56.072209999999998,0.100083828,275.986862851205387,598446.297855691751465,437.000000000000000,0.505202312,0.101079814,0.189945553,1.156812162644392,0.128675539,1.279612235945808,6.231482013327176,0,5.445070987649747,11.784057581392286,11.727845204168688,25.381047098383387,11.727845204168688,25.381047098383387,15.497509734080051,33.539240808578050,18.010619420687625,38.978036615374485,32.670425925898485,70.704345488353724,24.712245251641161,53.481492100164992,18.010619420687625,38.978036615374485,20.104877492860606,43.510366454371521,10.890141975299494,23.568115162784572,8.795883903126516,19.035785323787540,15.497509734080051,33.539240808578050,0,0,4,14,6,17,70,18,0,36,61,67,,13,28,28,37,43,78,59,43,48,26,21,37,0,7,9,12,19,13,19,15,26,21,31,31,49,55,57,27,33,23,35,18,20,10,14,18,27,0,0,1,2,1,2,8,2,1,4,7,7,,2,3,3,4,5,8,6,5,5,3,3,4,1,1,1,2,2,2,2,2,3,3,4,4,5,6,6,3,4,3,4,2,3,2,2,2,3,1,1,4 %ile,14 %ile,6 %ile,17 %ile,70 %ile,18 %ile,0 %ile,36 %ile,61 %ile,67 %ile,,13 %ile,28 %ile,28 %ile,37 %ile,43 %ile,78 %ile,59 %ile,43 %ile,48 %ile,26 %ile,21 %ile,37 %ile,0 %ile,7 %ile,9 %ile,12 %ile,19 %ile,13 %ile,19 %ile,15 %ile,26 %ile,21 %ile,31 %ile,31 %ile,49 %ile,55 %ile,57 %ile,27 %ile,33 %ile,23 %ile,35 %ile,18 %ile,20 %ile,10 %ile,14 %ile,18 %ile,27 %ile,0 %ile,0 %ile,32705150.000000000000000,760390.000000000000000,0,0,0,0,0.486039266,0.003699768
52881,36067015602,NEW YORK,NY,Onondaga County,2,1561,1561,1108,585,758,1015,1561,0.348674877,0.744656787,135,0.086483024,118,0.075592569,73,0.071921182,149,0.095451634,0,0,0,0,25,0.016015375,213,0.136450993,,6.597679781420760,55.817970000000003,0.078043276,276.226752805438252,244933.575339275004808,123.000000000000000,0.162269129,0,0.092901886,0.404240539,0.039841248,0.218637061,6.602940356205155,0,3.835423650074887,8.191224653047890,9.065546809267914,19.361076452658647,6.624822668311168,14.148478946173627,12.900970459342801,27.552301105706537,9.414221686547450,20.105733239299365,15.341694600299547,32.764898612191558,0,0,10.808921195665590,23.084360385862233,10.460246318386055,22.339703599221515,6.973497545590703,14.893135732814343,5.230123159193028,11.169851799610758,14.295669968460942,30.530928252269405,0,0,2,7,14,7,73,28,0,0,7,35,,11,26,19,37,27,44,0,31,30,20,15,41,0,5,6,9,14,7,9,13,21,11,14,16,25,0,0,25,26,15,17,16,17,7,9,17,25,0,0,1,1,2,1,8,3,1,1,1,4,,2,3,2,4,3,5,1,4,4,3,2,5,1,1,1,1,2,1,1,2,3,2,2,2,3,1,1,3,3,2,2,2,2,1,1,2,3,1,1,2 %ile,7 %ile,14 %ile,7 %ile,73 %ile,28 %ile,0 %ile,0 %ile,7 %ile,35 %ile,,11 %ile,26 %ile,19 %ile,37 %ile,27 %ile,44 %ile,0 %ile,31 %ile,30 %ile,20 %ile,15 %ile,41 %ile,0 %ile,5 %ile,6 %ile,9 %ile,14 %ile,7 %ile,9 %ile,13 %ile,21 %ile,11 %ile,14 %ile,16 %ile,25 %ile,0 %ile,0 %ile,25 %ile,26 %ile,15 %ile,17 %ile,16 %ile,17 %ile,7 %ile,9 %ile,17 %ile,25 %ile,0 %ile,0 %ile,32043699.000000000000000,105649.000000000000000,0,0,0,0,0.278538969,0.003550996
52882,36067015701,NEW YORK,NY,Onondaga County,2,2155,2155,1908,1098,1098,1421,2155,0.298141586,0.943958965,70,0.032482599,194,0.090023202,210,0.147783251,423,0.196287703,0,0,77,0.040356394,41,0.019025522,512,0.237587007,0.12,6.425187978142080,54.452190000000002,0.044229649,116.188071995522364,40960.820348841996747,470.000000000000000,0.428051002,0,0.039083222,0.119039628,0.087723258,0.039558026,5.582815225393787,2.140724946695096,2.683274271966155,8.495630687997465,5.664690129706329,17.935220341327984,1.788849514644104,5.663753791998310,7.453539644350432,23.598974133326294,2.981415857740173,9.439589653330518,21.466194175729242,67.965045503979724,0,0,8.049822815898466,25.486892063992400,5.664690129706329,17.935220341327984,7.155398058576415,22.655015167993241,3.577699029288207,11.327507583996621,8.944247573220519,28.318768959991555,25.640176376565485,81.180471018642450,2,16,3,9,95,84,0,23,9,83,2,9,19,6,25,10,72,0,27,19,24,12,30,86,4,7,6,13,2,4,7,18,3,6,21,47,0,0,25,27,13,15,16,19,7,9,10,23,69,73,1,2,1,1,11,9,1,3,1,9,1,1,2,1,3,2,8,1,3,2,3,2,4,9,1,1,1,2,1,1,1,2,1,1,3,5,1,1,3,3,2,2,2,2,1,1,2,3,7,8,2 %ile,16 %ile,3 %ile,9 %ile,95 %ile,84 %ile,0 %ile,23 %ile,9 %ile,83 %ile,2 %ile,9 %ile,19 %ile,6 %ile,25 %ile,10 %ile,72 %ile,0 %ile,27 %ile,19 %ile,24 %ile,12 %ile,30 %ile,86 %ile,4 %ile,7 %ile,6 %ile,13 %ile,2 %ile,4 %ile,7 %ile,18 %ile,3 %ile,6 %ile,21 %ile,47 %ile,0 %ile,0 %ile,25 %ile,27 %ile,13 %ile,15 %ile,16 %ile,19 %ile,7 %ile,9 %ile,10 %ile,23 %ile,69 %ile,73 %ile,86618651.000000000000000,219762.000000000000000,0,0,0,0,0.43553944,0.009569646
