OID_,ID,STATE_NAME,ST_ABBREV,CNTY_NAME,REGION,ACSTOTPOP,ACSIPOVBAS,ACSEDUCBAS,ACSTOTHH,ACSTOTHU,ACSUNEMPBAS,ACSDISABBAS,DEMOGIDX_2,DEMOGIDX_5,PEOPCOLOR,PEOPCOLORPCT,LOWINCOME,LOWINCPCT,UNEMPLOYED,UNEMPPCT,DISABILITY,DISABILITYPCT,LINGISO,LINGISOPCT,LESSHS,LESSHSPCT,UNDER5,UNDER5PCT,OVER64,OVER64PCT,LIFEEXPPCT,PM25,OZONE,DSLPM,RSEI_AIR,PTRAF,PRE1960,PRE1960PCT,PNPL,PRMP,PTSDF,UST,PWDIS,NO2,DWATER,D2_PM25,D5_PM25,D2_OZONE,D5_OZONE,D2_DSLPM,D5_DSLPM,D2_RSEI_AIR,D5_RSEI_AIR,D2_PTRAF,D5_PTRAF,D2_LDPNT,D5_LDPNT,D2_PNPL,D5_PNPL,D2_PRMP,D5_PRMP,D2_PTSDF,D5_PTSDF,D2_UST,D5_UST,D2_PWDIS,D5_PWDIS,D2_NO2,D5_NO2,D2_DWATER,D5_DWATER,P_DEMOGIDX_2,P_DEMOGIDX_5,P_PEOPCOLORPCT,P_LOWINCPCT,P_UNEMPPCT,P_DISABILITYPCT,P_LINGISOPCT,P_LESSHSPCT,P_UNDER5PCT,P_OVER64PCT,P_LIFEEXPPCT,P_PM25,P_OZONE,P_DSLPM,P_RSEI_AIR,P_PTRAF,P_LDPNT,P_PNPL,P_PRMP,P_PTSDF,P_UST,P_PWDIS,P_NO2,P_DWATER,P_D2_PM25,P_D5_PM25,P_D2_OZONE,P_D5_OZONE,P_D2_DSLPM,P_D5_DSLPM,P_D2_RSEI_AIR,P_D5_RSEI_AIR,P_D2_PTRAF,P_D5_PTRAF,P_D2_LDPNT,P_D5_LDPNT,P_D2_PNPL,P_D5_PNPL,P_D2_PRMP,P_D5_PRMP,P_D2_PTSDF,P_D5_PTSDF,P_D2_UST,P_D5_UST,P_D2_PWDIS,P_D5_PWDIS,P_D2_NO2,P_D5_NO2,P_D2_DWATER,P_D5_DWATER,B_DEMOGIDX_2,B_DEMOGIDX_5,B_PEOPCOLORPCT,B_LOWINCPCT,B_UNEMPPCT,B_DISABILITYPCT,B_LINGISOPCT,B_LESSHSPCT,B_UNDER5PCT,B_OVER64PCT,B_LIFEEXPPCT,B_PM25,B_OZONE,B_DSLPM,B_RSEI_AIR,B_PTRAF,B_LDPNT,B_PNPL,B_PRMP,B_PTSDF,B_UST,B_PWDIS,B_NO2,B_DWATER,B_D2_PM25,B_D5_PM25,B_D2_OZONE,B_D5_OZONE,B_D2_DSLPM,B_D5_DSLPM,B_D2_RSEI_AIR,B_D5_RSEI_AIR,B_D2_PTRAF,B_D5_PTRAF,B_D2_LDPNT,B_D5_LDPNT,B_D2_PNPL,B_D5_PNPL,B_D2_PRMP,B_D5_PRMP,B_D2_PTSDF,B_D5_PTSDF,B_D2_UST,B_D5_UST,B_D2_PWDIS,B_D5_PWDIS,B_D2_NO2,B_D5_NO2,B_D2_DWATER,B_D5_DWATER,T_DEMOGIDX_2,T_DEMOGIDX_5,T_PEOPCOLORPCT,T_LOWINCPCT,T_UNEMPPCT,T_DISABILITYPCT,T_LINGISOPCT,T_LESSHSPCT,T_UNDER5PCT,T_OVER64PCT,T_LIFEEXPPCT,T_PM25,T_OZONE,T_DSLPM,T_RSEI_AIR,T_PTRAF,T_LDPNT,T_PNPL,T_PRMP,T_PTSDF,T_UST,T_PWDIS,T_NO2,T_DWATER,T_D2_PM25,T_D5_PM25,T_D2_OZONE,T_D5_OZONE,T_D2_DSLPM,T_D5_DSLPM,T_D2_RSEI_AIR,T_D5_RSEI_AIR,T_D2_PTRAF,T_D5_PTRAF,T_D2_LDPNT,T_D5_LDPNT,T_D2_PNPL,T_D5_PNPL,T_D2_PRMP,T_D5_PRMP,T_D2_PTSDF,T_D5_PTSDF,T_D2_UST,T_D5_UST,T_D2_PWDIS,T_D5_PWDIS,T_D2_NO2,T_D5_NO2,T_D2_DWATER,T_D5_DWATER,AREALAND,AREAWATER,NPL_CNT,TSDF_CNT,EXCEED_COUNT_80,EXCEED_COUNT_80_SUP,Shape_Length,Shape_Area
52883,36067015702,NEW YORK,NY,Onondaga County,2,4917,4903,3474,1714,1753,2372,4917,0.422321578,0.722484775,682,0.138702461,347,0.070772996,99,0.041736931,626,0.127313402,0,0,156,0.044905009,229,0.046573114,990,0.201342282,0.12,6.513579234972680,55.191170000000000,0.053364379,208.500897835079201,174953.410841005912516,394.000000000000000,0.224757558,0,0,0.489574244,0.078414301,0.056824819,5.700066635248653,0,4.223215781171062,7.224847750529869,9.713396296693441,16.617149826218700,3.800894203053955,6.502362975476882,13.936612077864503,23.841997576748568,9.713396296693441,16.617149826218700,21.960722062089520,37.569208302755321,0,0,0,0,13.936612077864503,23.841997576748568,9.713396296693441,16.617149826218700,5.067858937405274,8.669817300635843,13.091968921630290,22.397028026642595,0,0,4,6,23,6,45,50,0,26,41,69,2,10,23,9,33,23,52,0,0,33,23,12,31,0,6,6,10,12,4,4,14,18,11,11,22,28,0,0,0,0,18,18,17,17,7,8,15,17,0,0,1,1,3,1,5,6,1,3,5,7,1,2,3,1,4,3,6,1,1,4,3,2,4,1,1,1,2,2,1,1,2,2,2,2,3,3,1,1,1,1,2,2,2,2,1,1,2,2,1,1,4 %ile,6 %ile,23 %ile,6 %ile,45 %ile,50 %ile,0 %ile,26 %ile,41 %ile,69 %ile,2 %ile,10 %ile,23 %ile,9 %ile,33 %ile,23 %ile,52 %ile,0 %ile,0 %ile,33 %ile,23 %ile,12 %ile,31 %ile,0 %ile,6 %ile,6 %ile,10 %ile,12 %ile,4 %ile,4 %ile,14 %ile,18 %ile,11 %ile,11 %ile,22 %ile,28 %ile,0 %ile,0 %ile,0 %ile,0 %ile,18 %ile,18 %ile,17 %ile,17 %ile,7 %ile,8 %ile,15 %ile,17 %ile,0 %ile,0 %ile,85416217.000000000000000,32926.000000000000000,0,0,0,0,0.464907479,0.009426096
52884,36067015800,NEW YORK,NY,Onondaga County,2,4899,4899,3437,1954,1976,2716,4899,0.584838164,0.850484207,657,0.134109002,654,0.133496632,87,0.032032401,469,0.095733823,15,0.007676561,71,0.02065755,289,0.058991631,923,0.188405797,0.157948718,6.499707650273220,54.745640000000002,0.055281521,171.862606734215888,273604.715428744093515,616.000000000000000,0.311740891,0.016260216,0.038294076,0.529808232,0.253875013,4.278065328669905,5.215123839485184,0,5.848381642354563,8.504842072164635,12.281601448944583,17.860168351545731,5.848381642354563,8.504842072164635,17.545144927063689,25.514526216493902,16.960306762828232,24.664042009277441,36.259966182598291,52.730020847420732,31.581260868714640,45.926147189689026,15.790630434357320,22.963073594844513,19.884497584005516,28.916463045359759,18.129983091299145,26.365010423710366,16.375468598592775,23.813557802060977,15.205792270121865,22.112589387628049,0,0,11,11,23,18,33,28,41,11,59,63,16,10,21,10,30,29,62,54,27,34,31,28,26,0,7,7,13,13,6,5,17,20,20,18,34,38,56,56,27,26,23,23,23,22,17,18,18,17,0,0,2,2,3,2,4,3,5,2,6,7,2,2,3,2,4,3,7,6,3,4,4,3,3,1,1,1,2,2,1,1,2,3,3,2,4,4,6,6,3,3,3,3,3,3,2,2,2,2,1,1,11 %ile,11 %ile,23 %ile,18 %ile,33 %ile,28 %ile,41 %ile,11 %ile,59 %ile,63 %ile,16 %ile,10 %ile,21 %ile,10 %ile,30 %ile,29 %ile,62 %ile,54 %ile,27 %ile,34 %ile,31 %ile,28 %ile,26 %ile,0 %ile,7 %ile,7 %ile,13 %ile,13 %ile,6 %ile,5 %ile,17 %ile,20 %ile,20 %ile,18 %ile,34 %ile,38 %ile,56 %ile,56 %ile,27 %ile,26 %ile,23 %ile,23 %ile,23 %ile,22 %ile,17 %ile,18 %ile,18 %ile,17 %ile,0 %ile,0 %ile,101719105.000000000000000,1027096.000000000000000,0,0,0,0,0.511658005,0.011325269
52885,36067016001,NEW YORK,NY,Onondaga County,2,3256,3240,2555,1347,1372,1486,3256,0.535373664,1.046455630339117,224,0.068796069,503,0.155246914,50,0.033647376,415,0.127457002,15,0.011135857,194,0.07592955,142,0.043611794,851,0.261363636,0.14974359,6.606687431693990,54.849649999999997,0.049906892,217.658135889771671,312808.236347317870241,623.000000000000000,0.454081633,0.085010635,0.14459583,1.026996168040273,0.079059397,45.259444438749625,4.269720824507695,0,5.889110308940660,11.511011933730293,11.242846953432169,21.975568237121468,4.282989315593207,8.371645042712940,17.667330926821979,34.533035801190877,16.596583597923679,32.440124540512642,39.617651169237170,77.437716645094696,31.051672538050752,60.694426559668813,20.344199249067735,39.765313952886466,24.627188564660941,48.136958995599407,12.313594282330470,24.068479497799704,25.162562229110094,49.183414625938525,9.101352295635566,17.789745715764997,0,0,9,22,10,23,35,50,46,45,36,88,11,11,21,8,33,31,74,58,38,46,23,47,17,0,7,9,11,16,4,5,17,27,19,25,37,53,56,59,29,33,28,38,19,20,26,37,10,13,0,0,1,3,2,3,4,6,5,5,4,9,2,2,3,1,4,4,8,6,4,5,3,5,2,1,1,1,2,2,1,1,2,3,2,3,4,6,6,6,3,4,3,4,2,3,3,4,2,2,1,1,9 %ile,22 %ile,10 %ile,23 %ile,35 %ile,50 %ile,46 %ile,45 %ile,36 %ile,88 %ile,11 %ile,11 %ile,21 %ile,8 %ile,33 %ile,31 %ile,74 %ile,58 %ile,38 %ile,46 %ile,23 %ile,47 %ile,17 %ile,0 %ile,7 %ile,9 %ile,11 %ile,16 %ile,4 %ile,5 %ile,17 %ile,27 %ile,19 %ile,25 %ile,37 %ile,53 %ile,56 %ile,59 %ile,29 %ile,33 %ile,28 %ile,38 %ile,19 %ile,20 %ile,26 %ile,37 %ile,10 %ile,13 %ile,0 %ile,0 %ile,80097950.000000000000000,83982.000000000000000,0,0,0,0,0.404180778,0.008843616
52886,36067016002,NEW YORK,NY,Onondaga County,2,2818,2818,2109,1099,1168,1456,2807,0.292368819,0.661922909,207,0.073456352,177,0.062810504,34,0.023351648,259,0.092269327,0,0,66,0.031294452,87,0.03087296,728,0.258339248,0.136410256,6.702900819672130,55.170130000000000,0.058323185,361.309172321170081,492276.961418464023154,432.000000000000000,0.369863014,0.146997436,0.398619796,1.576452642789774,0.150114648,81.946413714637572,4.457380053675767,0,3.800794652904343,8.604997811109108,6.724482847446145,15.224226896577651,3.216057013995983,7.281151994015398,11.987121597621391,27.138839250421032,11.402383958713029,25.814993433327324,19.588710903430076,44.348834872639245,19.296342083975897,43.686911964092396,16.957391528342455,38.391528695717554,15.787916250525733,35.743837061530137,7.893958125262866,17.871918530765068,15.203178611617373,34.419991244436432,5.555007569629424,12.576535262390234,0,0,1,4,11,5,22,26,0,17,19,88,6,13,23,11,41,39,67,66,58,54,27,52,19,0,5,7,7,11,3,5,12,21,13,19,20,33,54,55,27,33,19,28,17,17,16,26,6,9,0,0,1,1,2,1,3,3,1,2,2,9,1,2,3,2,5,4,7,7,6,6,3,6,2,1,1,1,1,2,1,1,2,3,2,2,3,4,6,6,3,4,2,3,2,2,2,3,1,1,1,1,1 %ile,4 %ile,11 %ile,5 %ile,22 %ile,26 %ile,0 %ile,17 %ile,19 %ile,88 %ile,6 %ile,13 %ile,23 %ile,11 %ile,41 %ile,39 %ile,67 %ile,66 %ile,58 %ile,54 %ile,27 %ile,52 %ile,19 %ile,0 %ile,5 %ile,7 %ile,7 %ile,11 %ile,3 %ile,5 %ile,12 %ile,21 %ile,13 %ile,19 %ile,20 %ile,33 %ile,54 %ile,55 %ile,27 %ile,33 %ile,19 %ile,28 %ile,17 %ile,17 %ile,16 %ile,26 %ile,6 %ile,9 %ile,0 %ile,0 %ile,17783112.000000000000000,95107.000000000000000,0,0,0,0,0.202029055,0.001973735
52887,36067016100,NEW YORK,NY,Onondaga County,2,2686,2537,1755,847,930,1209,2552,1.054677226267592,1.241318092172935,938,0.349218168,444,0.175009854,78,0.064516129,208,0.081504702,44,0.051948052,126,0.071794872,138,0.051377513,520,0.193596426,0.197948718,6.620015846994540,55.308570000000003,0.074477625,316.877134200000000,949619.590619307011366,253.000000000000000,0.272043011,0.115548805,0.178838783,2.704418070904571,0.358866329,69.858660154242330,7.902853488922119,0,12.656126715211105,14.895817106075222,24.257576204154617,28.550316119977509,18.984190072816659,22.343725659112835,41.132411824436090,48.411405594744473,55.897892992182378,65.789858885165572,60.116601897252750,70.755131253857300,65.389988028590707,76.961721714721989,44.296443503238869,52.135359871263276,69.608696933661079,81.926994083413717,35.859025693098133,42.204815133879798,53.788538539647199,63.307222700819693,56.952570218449971,67.031176977338504,0,0,37,33,52,27,68,19,74,43,48,66,54,12,23,18,39,53,57,62,42,66,34,51,54,0,14,12,25,21,21,16,39,37,49,52,52,49,66,65,44,41,57,61,39,34,49,47,50,51,0,0,4,4,6,3,7,2,8,5,5,7,6,2,3,2,4,6,6,7,5,7,4,6,6,1,2,2,3,3,3,2,4,4,5,6,6,5,7,7,5,5,6,7,4,4,5,5,6,6,1,1,37 %ile,33 %ile,52 %ile,27 %ile,68 %ile,19 %ile,74 %ile,43 %ile,48 %ile,66 %ile,54 %ile,12 %ile,23 %ile,18 %ile,39 %ile,53 %ile,57 %ile,62 %ile,42 %ile,66 %ile,34 %ile,51 %ile,54 %ile,0 %ile,14 %ile,12 %ile,25 %ile,21 %ile,21 %ile,16 %ile,39 %ile,37 %ile,49 %ile,52 %ile,52 %ile,49 %ile,66 %ile,65 %ile,44 %ile,41 %ile,57 %ile,61 %ile,39 %ile,34 %ile,49 %ile,47 %ile,50 %ile,51 %ile,0 %ile,0 %ile,15087798.000000000000000,74655.000000000000000,0,0,0,0,0.199559556,0.001673099
52888,36067016200,NEW YORK,NY,Onondaga County,2,2287,2287,1610,924,963,1181,2287,1.136039496818876,1.511527839630809,671,0.293397464,547,0.239177962,46,0.038950042,313,0.136860516,0,0,139,0.086335404,128,0.055968518,355,0.155225186,0.219487179,6.638000273224040,55.265259999999998,0.063356737,344.875850223170744,788973.243629170232452,820.000000000000000,0.851505711,0.112083246,0.096684948,2.461451403498016,1.744192681523812,62.137781526251615,7.925572511626452,0,13.632473961826513,18.138334075569709,26.128908426834151,34.765140311508603,14.768513458645389,19.649861915200518,46.577619369573917,61.972641424863170,55.665935344124925,74.064864141909638,110.195831191430983,146.618200444188460,69.298409305951438,92.203198217479340,35.217224401385160,46.857363028555078,71.570488299589186,95.226253896740957,65.890290815494808,87.668614698586921,56.801974840943799,75.576391981540453,62.482172325038185,83.134031179694489,0,0,41,50,46,41,42,56,0,50,55,45,73,12,23,13,41,49,97,61,31,63,58,50,55,0,15,15,27,26,17,14,43,47,49,57,75,83,67,70,38,38,58,67,57,62,51,55,53,61,0,0,5,6,5,5,5,6,1,6,6,5,8,2,3,2,5,5,11,7,4,7,6,6,6,1,2,2,3,3,2,2,5,5,5,6,8,9,7,8,4,4,6,7,6,7,6,6,6,7,1,1,41 %ile,50 %ile,46 %ile,41 %ile,42 %ile,56 %ile,0 %ile,50 %ile,55 %ile,45 %ile,73 %ile,12 %ile,23 %ile,13 %ile,41 %ile,49 %ile,97 %ile,61 %ile,31 %ile,63 %ile,58 %ile,50 %ile,55 %ile,0 %ile,15 %ile,15 %ile,27 %ile,26 %ile,17 %ile,14 %ile,43 %ile,47 %ile,49 %ile,57 %ile,75 %ile,83 %ile,67 %ile,70 %ile,38 %ile,38 %ile,58 %ile,67 %ile,57 %ile,62 %ile,51 %ile,55 %ile,53 %ile,61 %ile,0 %ile,0 %ile,3889244.000000000000000,0,0,0,0,1,0.123294862,0.000429179
52889,36067016300,NEW YORK,NY,Onondaga County,2,7795,6792,5362,2869,3015,3946,7373,0.649616314,1.182441238236723,1437,0.184348942,860,0.126619552,134,0.033958439,1030,0.139698901,16,0.005576856,223,0.041588959,410,0.052597819,1778,0.228094933,0.191794872,6.688110928961750,55.302680000000002,0.069698721,513.467288691773547,934650.405018213088624,452.000000000000000,0.149917081,0.159970327,0.275278175,3.708417086602871,1.638888762066676,108.047266887398393,6.570755670384697,0,8.445012084025178,15.371736097077402,14.941175225583008,27.196148479444638,10.393861026492527,18.919059811787573,30.531966765321798,55.574738197125995,34.429664650256491,62.669385626546337,27.283885194542883,49.662532005942381,43.524293048437457,79.223562961860466,32.480815707789148,59.122061911836163,46.772374619216372,85.135769153044080,36.378513592723841,66.216709341256504,35.728897278568063,65.034268103019784,25.984652566231318,47.297649529468934,0,0,14,30,31,17,36,58,38,24,50,80,48,13,23,16,47,53,42,67,50,72,56,55,40,0,10,12,15,20,11,13,30,42,36,50,27,36,59,66,36,46,45,62,40,51,35,48,29,38,0,0,2,4,4,2,4,6,4,3,6,9,5,2,3,2,5,6,5,7,6,8,6,6,5,1,2,2,2,3,2,2,4,5,4,6,3,4,6,7,4,5,5,7,5,6,4,5,3,4,1,1,14 %ile,30 %ile,31 %ile,17 %ile,36 %ile,58 %ile,38 %ile,24 %ile,50 %ile,80 %ile,48 %ile,13 %ile,23 %ile,16 %ile,47 %ile,53 %ile,42 %ile,67 %ile,50 %ile,72 %ile,56 %ile,55 %ile,40 %ile,0 %ile,10 %ile,12 %ile,15 %ile,20 %ile,11 %ile,13 %ile,30 %ile,42 %ile,36 %ile,50 %ile,27 %ile,36 %ile,59 %ile,66 %ile,36 %ile,46 %ile,45 %ile,62 %ile,40 %ile,51 %ile,35 %ile,48 %ile,29 %ile,38 %ile,0 %ile,0 %ile,19788676.000000000000000,0,0,1,0,0,0.26868665,0.002184346
52890,36067016400,NEW YORK,NY,Onondaga County,2,3920,3920,2870,1596,1824,2186,3920,0.717317918,0.965895706,442,0.112755102,766,0.195408163,59,0.026989936,430,0.109693878,0,0,134,0.046689895,240,0.06122449,733,0.186989796,0.151794872,6.738857650273220,55.339109999999998,0.06733453,728.627740679359249,1049229.250638201134279,741.000000000000000,0.40625,0.232718761,0.493543543,4.137119237729280,0.427234515,149.655002575618084,6.221172017477901,0,10.042450849343751,13.522539880581482,17.215630027446430,23.181496938139681,10.759768767154020,14.488435586337301,38.017849643944203,51.192472405058460,39.452485479564743,53.124263816570107,50.212254246718757,67.612699402907410,51.646890082339297,69.544490814419049,45.191028822046881,60.851429462616665,53.798843835770100,72.442177931686501,25.823445041169649,34.772245407209525,41.604439232995546,56.021950933837566,26.540762958979915,35.738141112965344,0,0,18,17,19,32,26,38,0,27,63,62,12,14,24,15,53,55,70,72,63,75,36,58,37,0,12,11,18,17,11,9,36,39,39,43,45,47,62,62,45,47,49,55,31,28,40,42,29,29,0,0,2,2,2,4,3,4,1,3,7,7,2,2,3,2,6,6,8,8,7,8,4,6,4,1,2,2,2,2,2,1,4,4,4,5,5,5,7,7,5,5,5,6,4,3,5,5,3,3,1,1,18 %ile,17 %ile,19 %ile,32 %ile,26 %ile,38 %ile,0 %ile,27 %ile,63 %ile,62 %ile,12 %ile,14 %ile,24 %ile,15 %ile,53 %ile,55 %ile,70 %ile,72 %ile,63 %ile,75 %ile,36 %ile,58 %ile,37 %ile,0 %ile,12 %ile,11 %ile,18 %ile,17 %ile,11 %ile,9 %ile,36 %ile,39 %ile,39 %ile,43 %ile,45 %ile,47 %ile,62 %ile,62 %ile,45 %ile,47 %ile,49 %ile,55 %ile,31 %ile,28 %ile,40 %ile,42 %ile,29 %ile,29 %ile,0 %ile,0 %ile,12627977.000000000000000,0,0,1,0,0,0.244179989,0.001394521
52891,36067016501,NEW YORK,NY,Onondaga County,2,1781,1781,1296,704,751,980,1781,0.591356082,1.021566086248129,87,0.048848961,335,0.188096575,66,0.067346939,251,0.140932061,0,0,80,0.061728395,59,0.033127456,420,0.235822572,0.139487179,6.602088251366120,54.718010000000000,0.048769748,135.455135500000011,61770.716776589593792,382.000000000000000,0.508655126,0.067939054,0,0.325149959,0.071065406,66.971592613552730,4.521779537200928,0,6.504916896508212,11.237226948729420,12.418477711515678,21.452887811210712,4.730848652005973,8.172528689985032,15.966614200520159,27.582284328699483,7.687629059509706,13.280359121225677,46.125774357058233,79.682154727354060,33.707296645542556,58.229266916143359,0,0,16.557970282020904,28.603850414947615,13.009833793016425,22.474453897458840,30.159160156538075,52.099870398654581,11.235765548514186,19.409755638714451,0,0,11,20,6,30,70,59,0,37,22,82,7,11,21,8,27,13,78,57,0,28,22,51,19,0,8,9,13,16,5,5,16,21,9,9,42,54,57,58,0,0,20,22,19,19,30,39,13,15,0,0,2,3,1,4,8,6,1,4,3,9,1,2,3,1,3,2,8,6,1,3,3,6,2,1,1,1,2,2,1,1,2,3,1,1,5,6,6,6,1,1,3,3,2,2,4,4,2,2,1,1,11 %ile,20 %ile,6 %ile,30 %ile,70 %ile,59 %ile,0 %ile,37 %ile,22 %ile,82 %ile,7 %ile,11 %ile,21 %ile,8 %ile,27 %ile,13 %ile,78 %ile,57 %ile,0 %ile,28 %ile,22 %ile,51 %ile,19 %ile,0 %ile,8 %ile,9 %ile,13 %ile,16 %ile,5 %ile,5 %ile,16 %ile,21 %ile,9 %ile,9 %ile,42 %ile,54 %ile,57 %ile,58 %ile,0 %ile,0 %ile,20 %ile,22 %ile,19 %ile,19 %ile,30 %ile,39 %ile,13 %ile,15 %ile,0 %ile,0 %ile,54801140.000000000000000,359316.000000000000000,0,0,0,0,0.327439193,0.006082959
52892,36067016502,NEW YORK,NY,Onondaga County,2,4282,4277,3265,1893,1912,2324,4282,0.513562283,0.827029314,186,0.043437646,696,0.162730886,187,0.080464716,510,0.119103223,0,0,120,0.036753446,114,0.026623073,1050,0.245212518,0.129230769,6.682201639344260,54.903540000000000,0.053996255,163.380494999999996,88156.162292584602255,1020.000000000000000,0.533472803,0.071573993,0.113453408,0.344105309,0.448429499,95.736013105418223,4.792088840076792,0,6.676309682666771,10.751381085030550,10.784807948923246,17.367615598895505,4.622060549538534,7.443263828098073,14.893306215179720,23.983850112760457,8.216996532512949,13.232469027729907,41.084982662564748,66.162345138649542,29.273050147077381,47.140670911287792,17.461117631590017,28.118996683926053,14.379743931897661,23.156820798527338,19.001804481436196,30.600084626625410,27.732363297231203,44.659582968588438,11.298370232205306,18.194644913128624,0,0,8,10,5,25,78,45,0,21,15,85,4,13,21,9,29,16,80,57,34,28,37,54,22,0,8,9,11,13,5,5,15,18,9,9,38,46,55,56,27,28,18,18,24,25,28,34,13,14,0,0,1,2,1,3,8,5,1,3,2,9,1,2,3,1,3,2,9,6,4,3,4,6,3,1,1,1,2,2,1,1,2,2,1,1,4,5,6,6,3,3,2,2,3,3,3,4,2,2,1,1,8 %ile,10 %ile,5 %ile,25 %ile,78 %ile,45 %ile,0 %ile,21 %ile,15 %ile,85 %ile,4 %ile,13 %ile,21 %ile,9 %ile,29 %ile,16 %ile,80 %ile,57 %ile,34 %ile,28 %ile,37 %ile,54 %ile,22 %ile,0 %ile,8 %ile,9 %ile,11 %ile,13 %ile,5 %ile,5 %ile,15 %ile,18 %ile,9 %ile,9 %ile,38 %ile,46 %ile,55 %ile,56 %ile,27 %ile,28 %ile,18 %ile,18 %ile,24 %ile,25 %ile,28 %ile,34 %ile,13 %ile,14 %ile,0 %ile,0 %ile,29299451.000000000000000,0,0,0,0,0,0.268036505,0.003233886
52893,36067016600,NEW YORK,NY,Onondaga County,2,4594,4538,3342,1940,2069,2084,4576,0.34412067,0.65992913,145,0.031562908,488,0.10753636,61,0.029270633,551,0.120410839,0,0,56,0.016756433,282,0.061384414,1365,0.297126687,0.114871795,6.672163387978140,54.791870000000003,0.05445657,106.211922279639154,93550.819083704060176,1170.000000000000000,0.565490575,0,0.018890127,0.553386,1.207515136283208,490.836001603626471,5.498436458332022,0,4.473568710925558,8.579078685882163,7.226534071495132,13.858511723348109,3.441206700711967,6.599291296832432,8.603016751779919,16.498228242081080,5.505930721139148,10.558866074931892,28.217894945838133,54.114188634025943,0,0,8.603016751779919,16.498228242081080,12.044223452491886,23.097519538913513,17.550154173631032,33.656385613845408,23.400205564841379,44.875180818460542,9.979499432064705,19.137944760814054,0,0,2,4,3,13,30,46,0,8,63,93,1,13,21,10,25,16,82,0,25,35,51,68,29,0,6,7,8,10,3,4,8,13,6,7,27,39,0,0,25,25,16,18,23,27,24,34,11,15,0,0,1,1,1,2,4,5,1,1,7,10,1,2,3,2,3,2,9,1,3,4,6,7,3,1,1,1,1,2,1,1,1,2,1,1,3,4,1,1,3,3,2,2,3,3,3,4,2,2,1,1,2 %ile,4 %ile,3 %ile,13 %ile,30 %ile,46 %ile,0 %ile,8 %ile,63 %ile,93 %ile,1 %ile,13 %ile,21 %ile,10 %ile,25 %ile,16 %ile,82 %ile,0 %ile,25 %ile,35 %ile,51 %ile,68 %ile,29 %ile,0 %ile,6 %ile,7 %ile,8 %ile,10 %ile,3 %ile,4 %ile,8 %ile,13 %ile,6 %ile,7 %ile,27 %ile,39 %ile,0 %ile,0 %ile,25 %ile,25 %ile,16 %ile,18 %ile,23 %ile,27 %ile,24 %ile,34 %ile,11 %ile,15 %ile,0 %ile,0 %ile,53038041.000000000000000,55554.000000000000000,0,1,0,0,0.309005714,0.00585896
52894,36067016700,NEW YORK,NY,Onondaga County,2,2520,2494,1952,1057,1353,1077,2494,0.761200633,0.994924789,145,0.057539683,612,0.245388933,101,0.093779016,232,0.093023256,13,0.012298959,77,0.039446721,126,0.05,743,0.29484127,0.154871795,6.586862295081970,54.455900000000000,0.04837633,87.407508802890860,55675.283162145671668,673.000000000000000,0.497413156,0,0,0.276351117,0.408679989,117.353403455259439,4.887733174457612,0,8.373206960358020,10.944172675134183,14.462812022436582,18.903570984322680,5.328404429318740,6.964473520539935,17.507614553475861,22.883270138916927,9.134407593117841,11.939097463782744,58.612448722506144,76.609208725939283,0,0,0,0,19.791216451755322,25.868044504862613,27.403222779353523,35.817292391348232,42.627235434549924,55.715788164319477,17.507614553475861,22.883270138916927,0,0,20,19,8,43,84,26,48,23,46,93,14,11,19,7,23,12,77,0,0,26,36,56,23,0,10,9,15,14,5,4,17,17,10,8,51,53,0,0,0,0,23,20,32,29,40,42,20,18,0,0,3,2,1,5,9,3,5,3,5,10,2,2,2,1,3,2,8,1,1,3,4,6,3,1,2,1,2,2,1,1,2,2,2,1,6,6,1,1,1,1,3,3,4,3,5,5,3,2,1,1,20 %ile,19 %ile,8 %ile,43 %ile,84 %ile,26 %ile,48 %ile,23 %ile,46 %ile,93 %ile,14 %ile,11 %ile,19 %ile,7 %ile,23 %ile,12 %ile,77 %ile,0 %ile,0 %ile,26 %ile,36 %ile,56 %ile,23 %ile,0 %ile,10 %ile,9 %ile,15 %ile,14 %ile,5 %ile,4 %ile,17 %ile,17 %ile,10 %ile,8 %ile,51 %ile,53 %ile,0 %ile,0 %ile,0 %ile,0 %ile,23 %ile,20 %ile,32 %ile,29 %ile,40 %ile,42 %ile,20 %ile,18 %ile,0 %ile,0 %ile,57315448.000000000000000,15921937.000000000000000,0,0,0,0,0.449587421,0.008071856
